vtkCompositeIndexArray,vtkOriginalIndices,N,Time,__vtkIsSelected__,avg(X),avg(Y),avg(Z),avg(u),avg(vtkOriginalPointIds),max(X),max(Y),max(Z),max(u),max(vtkOriginalPointIds),med(X),med(Y),med(Z),med(u),med(vtkOriginalPointIds),min(X),min(Y),min(Z),min(u),min(vtkOriginalPointIds),q1(X),q1(Y),q1(Z),q1(u),q1(vtkOriginalPointIds),q3(X),q3(Y),q3(Z),q3(u),q3(vtkOriginalPointIds),std(X),std(Y),std(Z),std(u),std(vtkOriginalPointIds),vtkValidPointMask
1,33,1,33,0,0.707815,0.707531,0,-0.150097,401,0.707815,0.707531,0,-0.150097,401,0.707815,0.707531,0,-0.150097,401,0.707815,0.707531,0,-0.150097,401,0.707815,0.707531,0,-0.150097,401,0.707815,0.707531,0,-0.150097,401,0,0,0,0,0,1
1,34,1,34,0,0.707815,0.707531,0,-0.146195,401,0.707815,0.707531,0,-0.146195,401,0.707815,0.707531,0,-0.146195,401,0.707815,0.707531,0,-0.146195,401,0.707815,0.707531,0,-0.146195,401,0.707815,0.707531,0,-0.146195,401,0,0,0,0,0,1
1,35,1,35,0,0.707815,0.707531,0,-0.141776,401,0.707815,0.707531,0,-0.141776,401,0.707815,0.707531,0,-0.141776,401,0.707815,0.707531,0,-0.141776,401,0.707815,0.707531,0,-0.141776,401,0.707815,0.707531,0,-0.141776,401,0,0,0,0,0,1
1,36,1,36,0,0.707815,0.707531,0,-0.136985,401,0.707815,0.707531,0,-0.136985,401,0.707815,0.707531,0,-0.136985,401,0.707815,0.707531,0,-0.136985,401,0.707815,0.707531,0,-0.136985,401,0.707815,0.707531,0,-0.136985,401,0,0,0,0,0,1
1,37,1,37,0,0.707815,0.707531,0,-0.131946,401,0.707815,0.707531,0,-0.131946,401,0.707815,0.707531,0,-0.131946,401,0.707815,0.707531,0,-0.131946,401,0.707815,0.707531,0,-0.131946,401,0.707815,0.707531,0,-0.131946,401,0,0,0,0,0,1
1,38,1,38,0,0.707815,0.707531,0,-0.126772,401,0.707815,0.707531,0,-0.126772,401,0.707815,0.707531,0,-0.126772,401,0.707815,0.707531,0,-0.126772,401,0.707815,0.707531,0,-0.126772,401,0.707815,0.707531,0,-0.126772,401,0,0,0,0,0,1
1,39,1,39,0,0.707815,0.707531,0,-0.121557,401,0.707815,0.707531,0,-0.121557,401,0.707815,0.707531,0,-0.121557,401,0.707815,0.707531,0,-0.121557,401,0.707815,0.707531,0,-0.121557,401,0.707815,0.707531,0,-0.121557,401,0,0,0,0,0,1
1,40,1,40,0,0.707815,0.707531,0,-0.116383,401,0.707815,0.707531,0,-0.116383,401,0.707815,0.707531,0,-0.116383,401,0.707815,0.707531,0,-0.116383,401,0.707815,0.707531,0,-0.116383,401,0.707815,0.707531,0,-0.116383,401,0,0,0,0,0,1
1,41,1,41,0,0.707815,0.707531,0,-0.111321,401,0.707815,0.707531,0,-0.111321,401,0.707815,0.707531,0,-0.111321,401,0.707815,0.707531,0,-0.111321,401,0.707815,0.707531,0,-0.111321,401,0.707815,0.707531,0,-0.111321,401,0,0,0,0,0,1
1,42,1,42,0,0.707815,0.707531,0,-0.10643,401,0.707815,0.707531,0,-0.10643,401,0.707815,0.707531,0,-0.10643,401,0.707815,0.707531,0,-0.10643,401,0.707815,0.707531,0,-0.10643,401,0.707815,0.707531,0,-0.10643,401,0,0,0,0,0,1
1,43,1,43,0,0.707815,0.707531,0,-0.101762,401,0.707815,0.707531,0,-0.101762,401,0.707815,0.707531,0,-0.101762,401,0.707815,0.707531,0,-0.101762,401,0.707815,0.707531,0,-0.101762,401,0.707815,0.707531,0,-0.101762,401,0,0,0,0,0,1
1,44,1,44,0,0.707815,0.707531,0,-0.0973584,401,0.707815,0.707531,0,-0.0973584,401,0.707815,0.707531,0,-0.0973584,401,0.707815,0.707531,0,-0.0973584,401,0.707815,0.707531,0,-0.0973584,401,0.707815,0.707531,0,-0.0973584,401,0,0,0,0,0,1
1,45,1,45,0,0.707815,0.707531,0,-0.0932564,401,0.707815,0.707531,0,-0.0932564,401,0.707815,0.707531,0,-0.0932564,401,0.707815,0.707531,0,-0.0932564,401,0.707815,0.707531,0,-0.0932564,401,0.707815,0.707531,0,-0.0932564,401,0,0,0,0,0,1
