vtkCompositeIndexArray,vtkOriginalIndices,N,Time,__vtkIsSelected__,avg(X),avg(Y),avg(Z),avg(u),avg(vtkOriginalPointIds),max(X),max(Y),max(Z),max(u),max(vtkOriginalPointIds),med(X),med(Y),med(Z),med(u),med(vtkOriginalPointIds),min(X),min(Y),min(Z),min(u),min(vtkOriginalPointIds),q1(X),q1(Y),q1(Z),q1(u),q1(vtkOriginalPointIds),q3(X),q3(Y),q3(Z),q3(u),q3(vtkOriginalPointIds),std(X),std(Y),std(Z),std(u),std(vtkOriginalPointIds),vtkValidPointMask
1,137,1,137,0,0.707815,0.707531,0,-0.0732143,401,0.707815,0.707531,0,-0.0732143,401,0.707815,0.707531,0,-0.0732143,401,0.707815,0.707531,0,-0.0732143,401,0.707815,0.707531,0,-0.0732143,401,0.707815,0.707531,0,-0.0732143,401,0,0,0,0,0,1
1,138,1,138,0,0.707815,0.707531,0,-0.0727463,401,0.707815,0.707531,0,-0.0727463,401,0.707815,0.707531,0,-0.0727463,401,0.707815,0.707531,0,-0.0727463,401,0.707815,0.707531,0,-0.0727463,401,0.707815,0.707531,0,-0.0727463,401,0,0,0,0,0,1
1,139,1,139,0,0.707815,0.707531,0,-0.0723384,401,0.707815,0.707531,0,-0.0723384,401,0.707815,0.707531,0,-0.0723384,401,0.707815,0.707531,0,-0.0723384,401,0.707815,0.707531,0,-0.0723384,401,0.707815,0.707531,0,-0.0723384,401,0,0,0,0,0,1
1,140,1,140,0,0.707815,0.707531,0,-0.0719903,401,0.707815,0.707531,0,-0.0719903,401,0.707815,0.707531,0,-0.0719903,401,0.707815,0.707531,0,-0.0719903,401,0.707815,0.707531,0,-0.0719903,401,0.707815,0.707531,0,-0.0719903,401,0,0,0,0,0,1
1,141,1,141,0,0.707815,0.707531,0,-0.0717015,401,0.707815,0.707531,0,-0.0717015,401,0.707815,0.707531,0,-0.0717015,401,0.707815,0.707531,0,-0.0717015,401,0.707815,0.707531,0,-0.0717015,401,0.707815,0.707531,0,-0.0717015,401,0,0,0,0,0,1
1,142,1,142,0,0.707815,0.707531,0,-0.0714716,401,0.707815,0.707531,0,-0.0714716,401,0.707815,0.707531,0,-0.0714716,401,0.707815,0.707531,0,-0.0714716,401,0.707815,0.707531,0,-0.0714716,401,0.707815,0.707531,0,-0.0714716,401,0,0,0,0,0,1
1,143,1,143,0,0.707815,0.707531,0,-0.0713001,401,0.707815,0.707531,0,-0.0713001,401,0.707815,0.707531,0,-0.0713001,401,0.707815,0.707531,0,-0.0713001,401,0.707815,0.707531,0,-0.0713001,401,0.707815,0.707531,0,-0.0713001,401,0,0,0,0,0,1
1,144,1,144,0,0.707815,0.707531,0,-0.0711863,401,0.707815,0.707531,0,-0.0711863,401,0.707815,0.707531,0,-0.0711863,401,0.707815,0.707531,0,-0.0711863,401,0.707815,0.707531,0,-0.0711863,401,0.707815,0.707531,0,-0.0711863,401,0,0,0,0,0,1
1,145,1,145,0,0.707815,0.707531,0,-0.0711295,401,0.707815,0.707531,0,-0.0711295,401,0.707815,0.707531,0,-0.0711295,401,0.707815,0.707531,0,-0.0711295,401,0.707815,0.707531,0,-0.0711295,401,0.707815,0.707531,0,-0.0711295,401,0,0,0,0,0,1
1,146,1,146,0,0.707815,0.707531,0,-0.0711289,401,0.707815,0.707531,0,-0.0711289,401,0.707815,0.707531,0,-0.0711289,401,0.707815,0.707531,0,-0.0711289,401,0.707815,0.707531,0,-0.0711289,401,0.707815,0.707531,0,-0.0711289,401,0,0,0,0,0,1
1,147,1,147,0,0.707815,0.707531,0,-0.0711835,401,0.707815,0.707531,0,-0.0711835,401,0.707815,0.707531,0,-0.0711835,401,0.707815,0.707531,0,-0.0711835,401,0.707815,0.707531,0,-0.0711835,401,0.707815,0.707531,0,-0.0711835,401,0,0,0,0,0,1
1,148,1,148,0,0.707815,0.707531,0,-0.0712924,401,0.707815,0.707531,0,-0.0712924,401,0.707815,0.707531,0,-0.0712924,401,0.707815,0.707531,0,-0.0712924,401,0.707815,0.707531,0,-0.0712924,401,0.707815,0.707531,0,-0.0712924,401,0,0,0,0,0,1
1,149,1,149,0,0.707815,0.707531,0,-0.0714547,401,0.707815,0.707531,0,-0.0714547,401,0.707815,0.707531,0,-0.0714547,401,0.707815,0.707531,0,-0.0714547,401,0.707815,0.707531,0,-0.0714547,401,0.707815,0.707531,0,-0.0714547,401,0,0,0,0,0,1
1,150,1,150,0,0.707815,0.707531,0,-0.0716691,401,0.707815,0.707531,0,-0.0716691,401,0.707815,0.707531,0,-0.0716691,401,0.707815,0.707531,0,-0.0716691,401,0.707815,0.707531,0,-0.0716691,401,0.707815,0.707531,0,-0.0716691,401,0,0,0,0,0,1
1,151,1,151,0,0.707815,0.707531,0,-0.0719346,401,0.707815,0.707531,0,-0.0719346,401,0.707815,0.707531,0,-0.0719346,401,0.707815,0.707531,0,-0.0719346,401,0.707815,0.707531,0,-0.0719346,401,0.707815,0.707531,0,-0.0719346,401,0,0,0,0,0,1
1,152,1,152,0,0.707815,0.707531,0,-0.0722496,401,0.707815,0.707531,0,-0.0722496,401,0.707815,0.707531,0,-0.0722496,401,0.707815,0.707531,0,-0.0722496,401,0.707815,0.707531,0,-0.0722496,401,0.707815,0.707531,0,-0.0722496,401,0,0,0,0,0,1
1,153,1,153,0,0.707815,0.707531,0,-0.072613,401,0.707815,0.707531,0,-0.072613,401,0.707815,0.707531,0,-0.072613,401,0.707815,0.707531,0,-0.072613,401,0.707815,0.707531,0,-0.072613,401,0.707815,0.707531,0,-0.072613,401,0,0,0,0,0,1
1,154,1,154,0,0.707815,0.707531,0,-0.0730233,401,0.707815,0.707531,0,-0.0730233,401,0.707815,0.707531,0,-0.0730233,401,0.707815,0.707531,0,-0.0730233,401,0.707815,0.707531,0,-0.0730233,401,0.707815,0.707531,0,-0.0730233,401,0,0,0,0,0,1
1,155,1,155,0,0.707815,0.707531,0,-0.0734788,401,0.707815,0.707531,0,-0.0734788,401,0.707815,0.707531,0,-0.0734788,401,0.707815,0.707531,0,-0.0734788,401,0.707815,0.707531,0,-0.0734788,401,0.707815,0.707531,0,-0.0734788,401,0,0,0,0,0,1
1,156,1,156,0,0.707815,0.707531,0,-0.073978,401,0.707815,0.707531,0,-0.073978,401,0.707815,0.707531,0,-0.073978,401,0.707815,0.707531,0,-0.073978,401,0.707815,0.707531,0,-0.073978,401,0.707815,0.707531,0,-0.073978,401,0,0,0,0,0,1
1,157,1,157,0,0.707815,0.707531,0,-0.0745192,401,0.707815,0.707531,0,-0.0745192,401,0.707815,0.707531,0,-0.0745192,401,0.707815,0.707531,0,-0.0745192,401,0.707815,0.707531,0,-0.0745192,401,0.707815,0.707531,0,-0.0745192,401,0,0,0,0,0,1
1,158,1,158,0,0.707815,0.707531,0,-0.0751006,401,0.707815,0.707531,0,-0.0751006,401,0.707815,0.707531,0,-0.0751006,401,0.707815,0.707531,0,-0.0751006,401,0.707815,0.707531,0,-0.0751006,401,0.707815,0.707531,0,-0.0751006,401,0,0,0,0,0,1
1,159,1,159,0,0.707815,0.707531,0,-0.0757205,401,0.707815,0.707531,0,-0.0757205,401,0.707815,0.707531,0,-0.0757205,401,0.707815,0.707531,0,-0.0757205,401,0.707815,0.707531,0,-0.0757205,401,0.707815,0.707531,0,-0.0757205,401,0,0,0,0,0,1
1,160,1,160,0,0.707815,0.707531,0,-0.0763768,401,0.707815,0.707531,0,-0.0763768,401,0.707815,0.707531,0,-0.0763768,401,0.707815,0.707531,0,-0.0763768,401,0.707815,0.707531,0,-0.0763768,401,0.707815,0.707531,0,-0.0763768,401,0,0,0,0,0,1
1,161,1,161,0,0.707815,0.707531,0,-0.0770678,401,0.707815,0.707531,0,-0.0770678,401,0.707815,0.707531,0,-0.0770678,401,0.707815,0.707531,0,-0.0770678,401,0.707815,0.707531,0,-0.0770678,401,0.707815,0.707531,0,-0.0770678,401,0,0,0,0,0,1
1,162,1,162,0,0.707815,0.707531,0,-0.0777912,401,0.707815,0.707531,0,-0.0777912,401,0.707815,0.707531,0,-0.0777912,401,0.707815,0.707531,0,-0.0777912,401,0.707815,0.707531,0,-0.0777912,401,0.707815,0.707531,0,-0.0777912,401,0,0,0,0,0,1
1,163,1,163,0,0.707815,0.707531,0,-0.0785452,401,0.707815,0.707531,0,-0.0785452,401,0.707815,0.707531,0,-0.0785452,401,0.707815,0.707531,0,-0.0785452,401,0.707815,0.707531,0,-0.0785452,401,0.707815,0.707531,0,-0.0785452,401,0,0,0,0,0,1
1,164,1,164,0,0.707815,0.707531,0,-0.0793275,401,0.707815,0.707531,0,-0.0793275,401,0.707815,0.707531,0,-0.0793275,401,0.707815,0.707531,0,-0.0793275,401,0.707815,0.707531,0,-0.0793275,401,0.707815,0.707531,0,-0.0793275,401,0,0,0,0,0,1
1,165,1,165,0,0.707815,0.707531,0,-0.080136,401,0.707815,0.707531,0,-0.080136,401,0.707815,0.707531,0,-0.080136,401,0.707815,0.707531,0,-0.080136,401,0.707815,0.707531,0,-0.080136,401,0.707815,0.707531,0,-0.080136,401,0,0,0,0,0,1
1,166,1,166,0,0.707815,0.707531,0,-0.0809684,401,0.707815,0.707531,0,-0.0809684,401,0.707815,0.707531,0,-0.0809684,401,0.707815,0.707531,0,-0.0809684,401,0.707815,0.707531,0,-0.0809684,401,0.707815,0.707531,0,-0.0809684,401,0,0,0,0,0,1
1,167,1,167,0,0.707815,0.707531,0,-0.0818224,401,0.707815,0.707531,0,-0.0818224,401,0.707815,0.707531,0,-0.0818224,401,0.707815,0.707531,0,-0.0818224,401,0.707815,0.707531,0,-0.0818224,401,0.707815,0.707531,0,-0.0818224,401,0,0,0,0,0,1
1,168,1,168,0,0.707815,0.707531,0,-0.0826957,401,0.707815,0.707531,0,-0.0826957,401,0.707815,0.707531,0,-0.0826957,401,0.707815,0.707531,0,-0.0826957,401,0.707815,0.707531,0,-0.0826957,401,0.707815,0.707531,0,-0.0826957,401,0,0,0,0,0,1
1,169,1,169,0,0.707815,0.707531,0,-0.083586,401,0.707815,0.707531,0,-0.083586,401,0.707815,0.707531,0,-0.083586,401,0.707815,0.707531,0,-0.083586,401,0.707815,0.707531,0,-0.083586,401,0.707815,0.707531,0,-0.083586,401,0,0,0,0,0,1
