vtkCompositeIndexArray,vtkOriginalIndices,N,Time,__vtkIsSelected__,avg(X),avg(Y),avg(Z),avg(u),avg(vtkOriginalPointIds),max(X),max(Y),max(Z),max(u),max(vtkOriginalPointIds),med(X),med(Y),med(Z),med(u),med(vtkOriginalPointIds),min(X),min(Y),min(Z),min(u),min(vtkOriginalPointIds),q1(X),q1(Y),q1(Z),q1(u),q1(vtkOriginalPointIds),q3(X),q3(Y),q3(Z),q3(u),q3(vtkOriginalPointIds),std(X),std(Y),std(Z),std(u),std(vtkOriginalPointIds),vtkValidPointMask
1,57,1,57,0,0.707815,0.707531,0,-0.0738268,401,0.707815,0.707531,0,-0.0738268,401,0.707815,0.707531,0,-0.0738268,401,0.707815,0.707531,0,-0.0738268,401,0.707815,0.707531,0,-0.0738268,401,0.707815,0.707531,0,-0.0738268,401,0,0,0,0,0,1
1,58,1,58,0,0.707815,0.707531,0,-0.0747319,401,0.707815,0.707531,0,-0.0747319,401,0.707815,0.707531,0,-0.0747319,401,0.707815,0.707531,0,-0.0747319,401,0.707815,0.707531,0,-0.0747319,401,0.707815,0.707531,0,-0.0747319,401,0,0,0,0,0,1
1,59,1,59,0,0.707815,0.707531,0,-0.0759706,401,0.707815,0.707531,0,-0.0759706,401,0.707815,0.707531,0,-0.0759706,401,0.707815,0.707531,0,-0.0759706,401,0.707815,0.707531,0,-0.0759706,401,0.707815,0.707531,0,-0.0759706,401,0,0,0,0,0,1
1,60,1,60,0,0.707815,0.707531,0,-0.0775175,401,0.707815,0.707531,0,-0.0775175,401,0.707815,0.707531,0,-0.0775175,401,0.707815,0.707531,0,-0.0775175,401,0.707815,0.707531,0,-0.0775175,401,0.707815,0.707531,0,-0.0775175,401,0,0,0,0,0,1
1,61,1,61,0,0.707815,0.707531,0,-0.0793441,401,0.707815,0.707531,0,-0.0793441,401,0.707815,0.707531,0,-0.0793441,401,0.707815,0.707531,0,-0.0793441,401,0.707815,0.707531,0,-0.0793441,401,0.707815,0.707531,0,-0.0793441,401,0,0,0,0,0,1
1,62,1,62,0,0.707815,0.707531,0,-0.0814185,401,0.707815,0.707531,0,-0.0814185,401,0.707815,0.707531,0,-0.0814185,401,0.707815,0.707531,0,-0.0814185,401,0.707815,0.707531,0,-0.0814185,401,0.707815,0.707531,0,-0.0814185,401,0,0,0,0,0,1
1,63,1,63,0,0.707815,0.707531,0,-0.0837056,401,0.707815,0.707531,0,-0.0837056,401,0.707815,0.707531,0,-0.0837056,401,0.707815,0.707531,0,-0.0837056,401,0.707815,0.707531,0,-0.0837056,401,0.707815,0.707531,0,-0.0837056,401,0,0,0,0,0,1
1,64,1,64,0,0.707815,0.707531,0,-0.0861679,401,0.707815,0.707531,0,-0.0861679,401,0.707815,0.707531,0,-0.0861679,401,0.707815,0.707531,0,-0.0861679,401,0.707815,0.707531,0,-0.0861679,401,0.707815,0.707531,0,-0.0861679,401,0,0,0,0,0,1
1,65,1,65,0,0.707815,0.707531,0,-0.0887651,401,0.707815,0.707531,0,-0.0887651,401,0.707815,0.707531,0,-0.0887651,401,0.707815,0.707531,0,-0.0887651,401,0.707815,0.707531,0,-0.0887651,401,0.707815,0.707531,0,-0.0887651,401,0,0,0,0,0,1
1,66,1,66,0,0.707815,0.707531,0,-0.0914551,401,0.707815,0.707531,0,-0.0914551,401,0.707815,0.707531,0,-0.0914551,401,0.707815,0.707531,0,-0.0914551,401,0.707815,0.707531,0,-0.0914551,401,0.707815,0.707531,0,-0.0914551,401,0,0,0,0,0,1
1,67,1,67,0,0.707815,0.707531,0,-0.0941942,401,0.707815,0.707531,0,-0.0941942,401,0.707815,0.707531,0,-0.0941942,401,0.707815,0.707531,0,-0.0941942,401,0.707815,0.707531,0,-0.0941942,401,0.707815,0.707531,0,-0.0941942,401,0,0,0,0,0,1
1,68,1,68,0,0.707815,0.707531,0,-0.0969376,401,0.707815,0.707531,0,-0.0969376,401,0.707815,0.707531,0,-0.0969376,401,0.707815,0.707531,0,-0.0969376,401,0.707815,0.707531,0,-0.0969376,401,0.707815,0.707531,0,-0.0969376,401,0,0,0,0,0,1
1,69,1,69,0,0.707815,0.707531,0,-0.0996399,401,0.707815,0.707531,0,-0.0996399,401,0.707815,0.707531,0,-0.0996399,401,0.707815,0.707531,0,-0.0996399,401,0.707815,0.707531,0,-0.0996399,401,0.707815,0.707531,0,-0.0996399,401,0,0,0,0,0,1
1,70,1,70,0,0.707815,0.707531,0,-0.102256,401,0.707815,0.707531,0,-0.102256,401,0.707815,0.707531,0,-0.102256,401,0.707815,0.707531,0,-0.102256,401,0.707815,0.707531,0,-0.102256,401,0.707815,0.707531,0,-0.102256,401,0,0,0,0,0,1
1,71,1,71,0,0.707815,0.707531,0,-0.10474,401,0.707815,0.707531,0,-0.10474,401,0.707815,0.707531,0,-0.10474,401,0.707815,0.707531,0,-0.10474,401,0.707815,0.707531,0,-0.10474,401,0.707815,0.707531,0,-0.10474,401,0,0,0,0,0,1
1,72,1,72,0,0.707815,0.707531,0,-0.107049,401,0.707815,0.707531,0,-0.107049,401,0.707815,0.707531,0,-0.107049,401,0.707815,0.707531,0,-0.107049,401,0.707815,0.707531,0,-0.107049,401,0.707815,0.707531,0,-0.107049,401,0,0,0,0,0,1
1,73,1,73,0,0.707815,0.707531,0,-0.109141,401,0.707815,0.707531,0,-0.109141,401,0.707815,0.707531,0,-0.109141,401,0.707815,0.707531,0,-0.109141,401,0.707815,0.707531,0,-0.109141,401,0.707815,0.707531,0,-0.109141,401,0,0,0,0,0,1
